sample	population	loci_called	heterozygosity
Lvir-pop_099	Dry_Creek	1662	0.05957
Lvir-pop_100	Dry_Creek	1672	0.05443
Lvir-pop_101	Pidgeon_River	1566	0.18327
Lvir-pop_102	Pidgeon_River	1650	0.10848
Lvir-pop_103	Pidgeon_River	1645	0.13799
Lvir-pop_104	Pidgeon_River	1658	0.12907
Lvir-pop_105	Pidgeon_River	1651	0.09994
Lvir-pop_106	Pidgeon_River	1636	0.12225
Lvir-pop_107	Pidgeon_River	1650	0.11515
Lvir-pop_108	Pidgeon_River	1618	0.1026
Lvir-pop_109	Pidgeon_River	1581	0.13852
Lvir-pop_110	Pidgeon_River	1654	0.10399
Lvir-pop_111	Pidgeon_River	1643	0.09495
Lvir-pop_112	Pidgeon_River	1626	0.15437
Lvir-pop_113	Pidgeon_River	1668	0.08273
Lvir-pop_114	Pidgeon_River	1539	0.16374
Lvir-pop_115	Pidgeon_River	1665	0.1027
Lvir-pop_116	Pidgeon_River	1671	0.09635
Lvir-pop_117	Pidgeon_River	1662	0.1059
Lvir-pop_118	Sequatchie_OldYork	1664	0.09976
Lvir-pop_119	Sequatchie_OldYork	1662	0.09085
Lvir-pop_120	Sequatchie_OldYork	1644	0.09063
Lvir-pop_121	Sequatchie_OldYork	1650	0.10848
Lvir-pop_122	Sequatchie_OldYork	1664	0.09856
Lvir-pop_123	Sequatchie_OldYork	1667	0.09778
Lvir-pop_124	Sequatchie_OldYork	1648	0.1165
Lvir-pop_125	Sequatchie_OldYork	1661	0.09031
Lvir-pop_126	Sequatchie_OldYork	1666	0.11825
Lvir-pop_127	Sequatchie_OldYork	1652	0.11683
Lvir-pop_128	Sequatchie_OldYork	1632	0.09191
Lvir-pop_129	Sequatchie_OldYork	1611	0.10428
Lvir-pop_130	Sequatchie_OldYork	1661	0.10837
Lvir-pop_131	Sequatchie_OldYork	1648	0.13774
Lvir-pop_132	Sequatchie_OldYork	1663	0.07336
Lvir-pop_133	Sequatchie_OldYork	1670	0.13593
Lvir-pop_134	Sequatchie_OldYork	1654	0.11366
Lvir-pop_135	Sequatchie_OldYork	1666	0.09604
Lvir-pop_136	Sequatchie_OldYork	1663	0.11726
Lvir-pop_137	Sequatchie_OldYork	1646	0.17679
Lvir-pop_138	Sequatchie_Inman	1660	0.12169
Lvir-pop_139	Sequatchie_Inman	1608	0.13868
Lvir-pop_140	Sequatchie_Inman	1653	0.11131
Lvir-pop_141	Sequatchie_Inman	1652	0.11622
Lvir-pop_142	Sequatchie_Inman	1587	0.17454
Lvir-pop_143	Sequatchie_Inman	1660	0.1253
Lvir-pop_144	Sequatchie_Inman	1634	0.10343
Lvir-pop_145	Sequatchie_Inman	1656	0.08696
Lvir-pop_146	Sequatchie_Inman	1635	0.11927
Lvir-pop_147	Sequatchie_Inman	1655	0.12447
Lvir-pop_148	Sequatchie_Inman	1620	0.12531
Lvir-pop_149	Sequatchie_Inman	1659	0.1085
Lvir-pop_150	Sequatchie_Inman	1609	0.16221
Lvir-pop_151	Sequatchie_Inman	1655	0.16254
Lvir-pop_152	Sequatchie_Inman	1651	0.14839
Lvir-pop_153	Sequatchie_Inman	1648	0.11165
Lvir-pop_154	Sequatchie_Inman	1672	0.13876
Lvir-pop_155	Sequatchie_Inman	1648	0.12015
Lvir-pop_156	Sequatchie_Inman	1655	0.12931
Lvir-pop_157	Sequatchie_Inman	1655	0.09728
Lvir-pop_161	FlintRiver_HWY61	1656	0.14734
Lvir-pop_162	FlintRiver_HWY61	1642	0.16078
Lvir-pop_163	FlintRiver_HWY61	1662	0.12455
Lvir-pop_164	FlintRiver_HWY61	1648	0.12561
Lvir-pop_165	FlintRiver_HWY61	1643	0.16555
Lvir-pop_166	FlintRiver_HWY61	1650	0.14182
Lvir-pop_167	FlintRiver_HWY61	1666	0.13685
Lvir-pop_168	FlintRiver_HWY61	1634	0.17319
Lvir-pop_169	FlintRiver_HWY61	1661	0.15894
Lvir-pop_170	FlintRiver_HWY61	1647	0.18276
Lvir-pop_171	FlintRiver_HWY61	1647	0.11354
Lvir-pop_172	FlintRiver_HWY61	1653	0.15608
Lvir-pop_173	FlintRiver_HWY61	1658	0.12002
Lvir-pop_174	FlintRiver_HWY61	1657	0.14122
Lvir-pop_175	FlintRiver_HWY61	1646	0.1531
Lvir-pop_176	FlintRiver_HWY61	1653	0.15003
Lvir-pop_177	FlintRiver_HWY61	1647	0.12143
Lvir-pop_178	FlintRiver_HWY61	1651	0.12296
Lvir-pop_179	FlintRiver_HWY61	1669	0.15159
Lvir-pop_180	FlintRiver_HWY61	1636	0.13875
Lvir-pop_181	BentCreek	1653	0.12704
Lvir-pop_182	BentCreek	1662	0.1089
Lvir-pop_183	BentCreek	1651	0.16657
Lvir-pop_184	BentCreek	1656	0.10205
Lvir-pop_185	BentCreek	1658	0.1351
Lvir-pop_186	BentCreek	1641	0.1042
Lvir-pop_187	BentCreek	1640	0.19329
Lvir-pop_188	BentCreek	1651	0.10963
Lvir-pop_189	BentCreek	1657	0.08208
Lvir-pop_190	BentCreek	1650	0.20121
Lvir-pop_191	BentCreek	1660	0.11205
Lvir-pop_192	BentCreek	1657	0.10742
Lvir-pop_193	BentCreek	1658	0.15018
Lvir-pop_194	BentCreek	1660	0.12169
Lvir-pop_195	BentCreek	1656	0.11111
Lvir-pop_196	BentCreek	1643	0.08399
Lvir-pop_197	BentCreek	1653	0.09014
Lvir-pop_198	BentCreek	1640	0.0872
Lvir-pop_199	BentCreek	1661	0.0879
Lvir-pop_200	BentCreek	1647	0.08743
Lvir-pop_201	SpringCreek	1652	0.13438
Lvir-pop_202	SpringCreek	1674	0.08065
Lvir-pop_203	SpringCreek	1664	0.10036
Lvir-pop_204	SpringCreek	1658	0.14174
Lvir-pop_205	SpringCreek	1655	0.08459
Lvir-pop_206	SpringCreek	1653	0.1222
Lvir-pop_207	SpringCreek	1667	0.11518
Lvir-pop_208	SpringCreek	1607	0.13939
Lvir-pop_209	SpringCreek	1666	0.09064
Lvir-pop_210	SpringCreek	1646	0.12272
Lvir-pop_211	SpringCreek	1659	0.08861
Lvir-pop_212	SpringCreek	1671	0.09276
Lvir-pop_213	SpringCreek	1664	0.1268
Lvir-pop_214	SpringCreek	1658	0.1918
Lvir-pop_215	SpringCreek	1633	0.07961
Lvir-pop_216	SpringCreek	1635	0.09419
Lvir-pop_217	SpringCreek	1631	0.06254
Lvir-pop_218	SpringCreek	1656	0.07609
Lvir-pop_219	SpringCreek	1627	0.09896
Lvir-pop_220	SpringCreek	1582	0.12263
