sample	population	loci_called	heterozygosity
Lvir-pop_049	Sequatchie_Teague	1616	0.0953
Lvir-pop_050	Sequatchie_Teague	1630	0.11043
Lvir-pop_051	Sequatchie_Teague	1633	0.0943
Lvir-pop_052	Sequatchie_Teague	1648	0.09223
Lvir-pop_053	Sequatchie_Teague	1639	0.12325
Lvir-pop_054	Sequatchie_Teague	1623	0.13494
Lvir-pop_055	Sequatchie_Teague	1639	0.10738
Lvir-pop_056	Sequatchie_Teague	1615	0.07307
Lvir-pop_057	Sequatchie_Teague	1631	0.12201
Lvir-pop_058	Sequatchie_Teague	1610	0.14907
Lvir-pop_059	Sequatchie_Teague	1639	0.09762
Lvir-pop_060	Sequatchie_Teague	1610	0.14534
Lvir-pop_061	PaintRock_AL2	1630	0.10736
Lvir-pop_062	PaintRock_AL2	1625	0.12369
Lvir-pop_063	PaintRock_AL2	1629	0.12339
Lvir-pop_064	PaintRock_AL2	1633	0.10961
Lvir-pop_065	PaintRock_AL2	1635	0.1578
Lvir-pop_066	PaintRock_AL2	1608	0.12562
Lvir-pop_067	PaintRock_AL2	1632	0.11887
Lvir-pop_068	PaintRock_AL2	1618	0.13473
Lvir-pop_069	PaintRock_AL2	1630	0.13988
Lvir-pop_070	PaintRock_AL2	1635	0.11131
Lvir-pop_071	PaintRock_AL2	1626	0.15867
Lvir-pop_072	PaintRock_AL2	1573	0.16147
Lvir-pop_073	PaintRock_AL2	1643	0.10834
Lvir-pop_074	PaintRock_AL2	1630	0.15399
Lvir-pop_075	PaintRock_AL2	1632	0.14767
Lvir-pop_076	PaintRock_AL2	1638	0.13675
Lvir-pop_077	PaintRock_AL2	1634	0.15667
Lvir-pop_078	PaintRock_AL2	1639	0.13179
Lvir-pop_079	PaintRock_AL2	1632	0.09926
Lvir-pop_080	PaintRock_AL2	1617	0.141
Lvir-pop_081	Dry_Creek	1624	0.04495
Lvir-pop_082	Dry_Creek	1622	0.04871
Lvir-pop_083	Dry_Creek	1633	0.07042
Lvir-pop_084	Dry_Creek	1620	0.08704
Lvir-pop_085	Dry_Creek	1642	0.05603
Lvir-pop_086	Dry_Creek	1634	0.05569
Lvir-pop_087	Dry_Creek	1638	0.0409
Lvir-pop_088	Dry_Creek	1649	0.04306
Lvir-pop_089	Dry_Creek	1649	0.05337
Lvir-pop_090	Dry_Creek	1648	0.04733
Lvir-pop_091	Dry_Creek	1652	0.04358
Lvir-pop_092	Dry_Creek	1643	0.0426
Lvir-pop_093	Dry_Creek	1638	0.06288
Lvir-pop_094	Dry_Creek	1626	0.09041
Lvir-pop_095	Dry_Creek	1628	0.0559
Lvir-pop_096	Dry_Creek	1637	0.09652
Lvir-pop_097	Dry_Creek	1636	0.05746
Lvir-pop_098	Dry_Creek	1635	0.07278
Lvir-pop_099	Dry_Creek	1640	0.06463
Lvir-pop_100	Dry_Creek	1643	0.05478
Lvir-pop_101	Pidgeon_River	1552	0.18492
Lvir-pop_102	Pidgeon_River	1621	0.12585
Lvir-pop_103	Pidgeon_River	1621	0.14621
Lvir-pop_104	Pidgeon_River	1605	0.14019
Lvir-pop_105	Pidgeon_River	1637	0.11057
Lvir-pop_106	Pidgeon_River	1610	0.13478
Lvir-pop_107	Pidgeon_River	1630	0.12883
Lvir-pop_108	Pidgeon_River	1587	0.11405
Lvir-pop_109	Pidgeon_River	1564	0.14578
Lvir-pop_110	Pidgeon_River	1628	0.11548
Lvir-pop_111	Pidgeon_River	1610	0.11553
Lvir-pop_112	Pidgeon_River	1603	0.15908
Lvir-pop_113	Pidgeon_River	1622	0.09125
Lvir-pop_114	Pidgeon_River	1547	0.16677
Lvir-pop_115	Pidgeon_River	1636	0.11064
Lvir-pop_116	Pidgeon_River	1639	0.09945
Lvir-pop_117	Pidgeon_River	1635	0.10765
Lvir-pop_118	Sequatchie_OldYork	1645	0.10638
Lvir-pop_119	Sequatchie_OldYork	1633	0.10594
Lvir-pop_120	Sequatchie_OldYork	1603	0.0917
Lvir-pop_121	Sequatchie_OldYork	1614	0.12577
Lvir-pop_122	Sequatchie_OldYork	1639	0.10677
Lvir-pop_123	Sequatchie_OldYork	1643	0.10103
Lvir-pop_124	Sequatchie_OldYork	1611	0.12725
Lvir-pop_125	Sequatchie_OldYork	1637	0.09346
Lvir-pop_126	Sequatchie_OldYork	1630	0.12638
Lvir-pop_127	Sequatchie_OldYork	1636	0.12286
Lvir-pop_128	Sequatchie_OldYork	1611	0.0987
Lvir-pop_129	Sequatchie_OldYork	1581	0.105
Lvir-pop_130	Sequatchie_OldYork	1635	0.11621
Lvir-pop_131	Sequatchie_OldYork	1624	0.14224
Lvir-pop_132	Sequatchie_OldYork	1633	0.07961
Lvir-pop_133	Sequatchie_OldYork	1618	0.1471
Lvir-pop_134	Sequatchie_OldYork	1617	0.11998
Lvir-pop_135	Sequatchie_OldYork	1619	0.11118
Lvir-pop_136	Sequatchie_OldYork	1629	0.12584
Lvir-pop_137	Sequatchie_OldYork	1610	0.18571
Lvir-pop_138	Sequatchie_Inman	1627	0.14075
Lvir-pop_139	Sequatchie_Inman	1526	0.14613
Lvir-pop_140	Sequatchie_Inman	1628	0.12224
Lvir-pop_141	Sequatchie_Inman	1632	0.11949
Lvir-pop_142	Sequatchie_Inman	1562	0.19078
Lvir-pop_143	Sequatchie_Inman	1624	0.13608
Lvir-pop_144	Sequatchie_Inman	1619	0.11118
Lvir-pop_145	Sequatchie_Inman	1637	0.09224
Lvir-pop_146	Sequatchie_Inman	1595	0.13856
Lvir-pop_147	Sequatchie_Inman	1633	0.14268
Lvir-pop_148	Sequatchie_Inman	1592	0.14196
Lvir-pop_149	Sequatchie_Inman	1636	0.12042
Lvir-pop_150	Sequatchie_Inman	1600	0.17625
Lvir-pop_151	Sequatchie_Inman	1625	0.17538
Lvir-pop_152	Sequatchie_Inman	1630	0.16503
Lvir-pop_153	Sequatchie_Inman	1628	0.11794
Lvir-pop_154	Sequatchie_Inman	1647	0.14147
Lvir-pop_155	Sequatchie_Inman	1617	0.13049
Lvir-pop_156	Sequatchie_Inman	1627	0.14505
Lvir-pop_157	Sequatchie_Inman	1624	0.1053
Lvir-pop_161	FlintRiver_HWY61	1622	0.15228
Lvir-pop_162	FlintRiver_HWY61	1592	0.17274
Lvir-pop_163	FlintRiver_HWY61	1637	0.13317
Lvir-pop_164	FlintRiver_HWY61	1622	0.1381
Lvir-pop_165	FlintRiver_HWY61	1616	0.17017
Lvir-pop_166	FlintRiver_HWY61	1623	0.14726
Lvir-pop_167	FlintRiver_HWY61	1639	0.1446
Lvir-pop_168	FlintRiver_HWY61	1603	0.17779
Lvir-pop_169	FlintRiver_HWY61	1635	0.17431
Lvir-pop_170	FlintRiver_HWY61	1617	0.18924
Lvir-pop_171	FlintRiver_HWY61	1625	0.12677
Lvir-pop_172	FlintRiver_HWY61	1613	0.15623
Lvir-pop_173	FlintRiver_HWY61	1628	0.13268
Lvir-pop_174	FlintRiver_HWY61	1634	0.14382
Lvir-pop_175	FlintRiver_HWY61	1627	0.15366
Lvir-pop_176	FlintRiver_HWY61	1631	0.15451
Lvir-pop_177	FlintRiver_HWY61	1627	0.1346
Lvir-pop_178	FlintRiver_HWY61	1628	0.12961
Lvir-pop_179	FlintRiver_HWY61	1630	0.15521
Lvir-pop_180	FlintRiver_HWY61	1621	0.14621
Lvir-pop_181	BentCreek	1630	0.12761
Lvir-pop_182	BentCreek	1633	0.11574
Lvir-pop_183	BentCreek	1623	0.17006
Lvir-pop_184	BentCreek	1629	0.10866
Lvir-pop_185	BentCreek	1629	0.13505
Lvir-pop_186	BentCreek	1625	0.10708
Lvir-pop_187	BentCreek	1604	0.19389
Lvir-pop_188	BentCreek	1628	0.11794
Lvir-pop_189	BentCreek	1639	0.08969
Lvir-pop_190	BentCreek	1597	0.20351
Lvir-pop_191	BentCreek	1624	0.12746
Lvir-pop_192	BentCreek	1629	0.11909
Lvir-pop_193	BentCreek	1632	0.16238
Lvir-pop_194	BentCreek	1631	0.12508
Lvir-pop_195	BentCreek	1630	0.11656
Lvir-pop_196	BentCreek	1628	0.09337
Lvir-pop_197	BentCreek	1630	0.10184
Lvir-pop_198	BentCreek	1617	0.10142
Lvir-pop_199	BentCreek	1631	0.10055
Lvir-pop_200	BentCreek	1631	0.09871
Lvir-pop_201	SpringCreek	1627	0.14075
Lvir-pop_202	SpringCreek	1635	0.0893
Lvir-pop_203	SpringCreek	1637	0.10507
Lvir-pop_204	SpringCreek	1622	0.1418
Lvir-pop_205	SpringCreek	1632	0.0864
Lvir-pop_206	SpringCreek	1625	0.13477
Lvir-pop_207	SpringCreek	1640	0.12134
Lvir-pop_208	SpringCreek	1567	0.14486
Lvir-pop_209	SpringCreek	1628	0.09889
Lvir-pop_210	SpringCreek	1625	0.13231
Lvir-pop_211	SpringCreek	1634	0.09792
Lvir-pop_212	SpringCreek	1642	0.10171
Lvir-pop_213	SpringCreek	1646	0.12576
Lvir-pop_214	SpringCreek	1638	0.18987
Lvir-pop_215	SpringCreek	1623	0.09119
Lvir-pop_216	SpringCreek	1608	0.10075
Lvir-pop_217	SpringCreek	1617	0.06555
Lvir-pop_218	SpringCreek	1624	0.0819
Lvir-pop_219	SpringCreek	1615	0.10526
Lvir-pop_220	SpringCreek	1567	0.13338
